Northern Europe,-22.38400078
Northern Europe,52.43366623
Northern Europe,87.16466522
Northern Europe,-77.58880615
Northern Europe,-207.7050018
Northern Europe,-35.42739487
Northern Europe,77.38066864
Northern Europe,44.79699707
Northern Europe,48.54700089
Northern Europe,31.05649948
Northern Europe,44.92733383
Northern Europe,19.29359818
Northern Europe,131.7672424
Northern Europe,27.67473984
Northern Europe,30.09667015
Northern Europe,60.28824997
Northern Europe,101.7335053
Northern Europe,83.5625
Northern Europe,-73.41049194
Northern Europe,-309.6359863
Northern Europe,61.53025055
Northern Europe,128.5608215
Northern Europe,146.5112457
Northern Europe,135.3882446
Northern Europe,210.99086
Northern Europe,-98.18450165
Northern Europe,-143.0589142
Northern Europe,-25.50455856
Northern Europe,70.875
Northern Europe,3.71733356
Northern Europe,3.13237524
Northern Europe,106.6793213
Northern Europe,-2.14459991
Northern Europe,36.39633179
W. & C. Europe,14.96150208
W. & C. Europe,95.86534119
W. & C. Europe,158.1875
W. & C. Europe,155
W. & C. Europe,35.11000061
W. & C. Europe,61.22249603
W. & C. Europe,25.11319923
W. & C. Europe,-32.04899597
W. & C. Europe,206.8999939
W. & C. Europe,68.03433228
W. & C. Europe,82.66666412
W. & C. Europe,76.99842834
W. & C. Europe,-54.40000153
W. & C. Europe,10.39999962
W. & C. Europe,96.26950073
W. & C. Europe,93.16833496
W. & C. Europe,99.72966766
W. & C. Europe,-74.66899872
W. & C. Europe,59.40800095
W. & C. Europe,80.4825058
W. & C. Europe,82.01924133
W. & C. Europe,107.1619949
W. & C. Europe,160.5550079
W. & C. Europe,56.30700302
W. & C. Europe,115.9000015
W. & C. Europe,117.1453323
W. & C. Europe,33.59999847
W. & C. Europe,5.07549953
W. & C. Europe,-3.09999847
W. & C. Europe,116.489502
W. & C. Europe,104.5999985
W. & C. Europe,104.4623337
W. & C. Europe,138.7472229
W. & C. Europe,114.5665665
W. & C. Europe,-157.7565002
W. & C. Europe,69.76699829
W. & C. Europe,195.1159973
W. & C. Europe,54.23114014
W. & C. Europe,68.34432983
W. & C. Europe,104.4000015
W. & C. Europe,22.50017738
W. & C. Europe,141.9442749
W. & C. Europe,91.96550751
W. & C. Europe,108.9485931
W. & C. Europe,145.75
W. & C. Europe,100.8700028
W. & C. Europe,172.4500122
W. & C. Europe,87.09999847
W. & C. Europe,118.7435608
W. & C. Europe,372.6000061
W. & C. Europe,-10.41850281
W. & C. Europe,27.83699989
W. & C. Europe,63.17149353
W. & C. Europe,18.2935009
W. & C. Europe,122.4748077
W. & C. Europe,31.79174614
W. & C. Europe,16.0007515
W. & C. Europe,79.30000305
W. & C. Europe,82.84215546
W. & C. Europe,114.4134979
W. & C. Europe,44.64233398
W. & C. Europe,130.7225037
W. & C. Europe,111.2894974
W. & C. Europe,194.699997
W. & C. Europe,40.75
Mediterranean,-188.5
Mediterranean,327.600006
Mediterranean,281.533325
Mediterranean,169.345505
Mediterranean,-29.7119999
Mediterranean,159.968246
Mediterranean,212.466324
Mediterranean,97.8040009
Mediterranean,-11.9520721
Mediterranean,259.979004
Mediterranean,113.166664
Mediterranean,112.581001
Mediterranean,148.366669
Mediterranean,207.413498
Mediterranean,67.7273941
Mediterranean,18.0965042
Mediterranean,183.02301
Mediterranean,89.0159988
Mediterranean,57.7319984
Mediterranean,162.710007
Mediterranean,204.352997
Mediterranean,-109.248001
Mediterranean,25.6480026
Mediterranean,-0.150166512
Mediterranean,5.84824753
Mediterranean,190.798203
Mediterranean,188.796005
Mediterranean,167.626846
Mediterranean,113.945007
Mediterranean,191.604996
Mediterranean,65.248497
Mediterranean,23.9319992
Mediterranean,178
Mediterranean,100.736656
Mediterranean,51.6522522
Mediterranean,266.635742
Mediterranean,252.948318
Mediterranean,83.5387802
Mediterranean,222.755493
Mediterranean,147.264328
Sahara/Sahel,346.6000061
Sahara/Sahel,407.1555481
Sahara/Sahel,177.1666718
Sahara/Sahel,185.3000031
Sahara/Sahel,193.5
Sahara/Sahel,604.7666626
Sahara/Sahel,475.5
Sahara/Sahel,409.3999939
Sahara/Sahel,576.25
Sahara/Sahel,310.0666809
Sahara/Sahel,361.6666565
Sahara/Sahel,260.4333191
Sahara/Sahel,420
Sahara/Sahel,459.1200256
Sahara/Sahel,552.666687
West Africa,238.3666534
West Africa,509.8000183
West Africa,527.9888916
West Africa,198.9000092
end_data
